level_0,index,year,month,value,data_mean_nh,data_mean_sh
456,456,1888,1,292.308528076281,293.085550740192,291.53150541237005
457,457,1888,2,292.714190305893,293.76575546942996,291.662625142356
458,458,1888,3,293.075636660964,294.426354912589,291.724918409338
459,459,1888,4,293.334398850369,294.972953638418,291.695844062319
460,460,1888,5,293.288971290173,294.871822019926,291.70612056042006
461,461,1888,6,292.563051342724,293.340182970616,291.785919714832
462,462,1888,7,290.946526829216,290.07033233804196,291.822721320389
463,463,1888,8,289.385673294448,287.060959880827,291.710386708069
464,464,1888,9,289.385945818259,287.210193043321,291.561698593198
465,465,1888,10,290.465632327077,289.375919332523,291.555345321631
466,466,1888,11,291.508955349124,291.30915684271196,291.70875385553603
467,467,1888,12,292.17847877018903,292.593229729737,291.76372781064
468,468,1889,1,292.673150386703,293.457837197416,291.88846357599095
469,469,1889,2,293.076889186958,294.135787810029,292.017990563886
470,470,1889,3,293.435356998039,294.7925041266,292.078209869478
471,471,1889,4,293.690534651283,295.333662121752,292.047407180815
472,472,1889,5,293.63971817655204,295.223378081848,292.05605827125703
473,473,1889,6,292.90740107283796,293.679917816983,292.13488432869303
474,474,1889,7,291.287767345491,290.404523176119,292.17101151486304
475,475,1889,8,289.72764296053504,287.39823867796,292.05704724311
476,476,1889,9,289.72857003377203,287.550865757597,291.90627430994704
477,477,1889,10,290.80987394250997,289.721423710071,291.898324174949
478,478,1889,11,291.85452004337503,291.659498507681,292.04954157907
479,479,1889,12,292.524563858583,292.946350095498,292.102777621668
480,480,1890,1,293.0147245866,293.803154719001,292.2262944542
481,481,1890,2,293.41839259709,294.48152487413,292.355260320051
482,482,1890,3,293.777031041337,295.138862116606,292.415199966068
483,483,1890,4,294.032611320709,295.680806638546,292.384416002872
484,484,1890,5,293.98230509168,295.571283675596,292.393326507764
485,485,1890,6,293.250620633766,294.028591034329,292.472650233203
486,486,1890,7,291.632000928778,290.754173965316,292.509827892239
487,487,1890,8,290.07326958018103,287.749200509852,292.39733865051005
488,488,1890,9,290.075654935125,287.903230428343,292.248079441906
489,489,1890,10,291.158513987458,290.075321214088,292.241706760829
490,490,1890,11,292.204687606564,292.0149221462,292.39445306692903
491,491,1890,12,292.876175626813,293.303128933527,292.449222320099
492,492,1891,1,293.36914921377996,294.16381441201,292.57448401555
493,493,1891,2,293.773853221516,294.84306838249,292.704638060542
494,494,1891,3,294.133245534071,295.500809784484,292.765681283658
495,495,1891,4,294.389398263031,296.042649515464,292.736147010598
496,496,1891,5,294.339016725229,295.931717532462,292.746315917996
497,497,1891,6,293.606829347918,294.386616721174,292.827041974663
498,498,1891,7,291.988703930955,291.111650221526,292.865757640384
499,499,1891,8,290.43159965367,288.108742679343,292.754456627997
500,500,1891,9,290.435344201141,288.26470161533297,292.605986786949
501,501,1891,10,291.519597772002,290.438920197134,292.60027534687
502,502,1891,11,292.56672235993597,292.380308612641,292.75313610723
503,503,1891,12,293.238527209887,293.669236480027,292.807817939748
504,504,1892,1,293.722100522894,294.512343649568,292.93185739621896
505,505,1892,2,294.12731284707803,295.191641698381,293.06298399577497
506,506,1892,3,294.487873537486,295.850914818046,293.124832256927
507,507,1892,4,294.745333822765,296.395797704142,293.094869941388
508,508,1892,5,294.698253904187,296.292653352927,293.103854455447
509,509,1892,6,293.970340918997,294.758707523274,293.181974314721
510,510,1892,7,292.35139417226895,291.486242324773,293.216546019766
511,511,1892,8,290.787705883895,288.473913521581,293.101498246209
512,512,1892,9,290.784873152327,288.619909149458,292.949837155196
513,513,1892,10,291.86118690228403,290.782117064513,292.940256740055
514,514,1892,11,292.900924982919,292.711615594923,293.09023437091497
515,515,1892,12,293.566686625315,293.99180793323,293.141565317401
516,516,1893,1,294.04179863307496,294.82306190107397,293.26053536507703
517,517,1893,2,294.443913578808,295.498780606989,293.389046550626
518,518,1893,3,294.802708023569,296.156960767684,293.448455279454
519,519,1893,4,295.059163290129,296.703427516231,293.414899064028
520,520,1893,5,295.014586108296,296.609214202114,293.41995801447797
521,521,1893,6,294.291415169988,295.089781411185,293.49304892878996
522,522,1893,7,292.671135726117,291.8209312096,293.521340242634
523,523,1893,8,291.099266176315,288.796913407703,293.401618944927
524,524,1893,9,291.089614606192,288.93181639566,293.247412816724
525,525,1893,10,292.158717729655,291.081583918094,293.235851541216
526,526,1893,11,293.19366458119,293.00045766358,293.386871498801
527,527,1893,12,293.858003634949,294.275921987664,293.440085282233
528,528,1894,1,294.34090774798403,295.120730734092,293.561084761875
529,529,1894,2,294.745861706318,295.799459953071,293.692263459565
530,530,1894,3,295.108268274283,296.46176973201403,293.75476681655203
531,531,1894,4,295.368700220711,297.013304370837,293.724096070585
532,532,1894,5,295.329048984608,296.92625810851104,293.731839860705
533,533,1894,6,294.61113549328604,295.415324997681,293.806945988892
534,534,1894,7,292.993717093668,292.151017157512,293.836417029825
535,535,1894,8,291.42184255965196,289.12602695844896,293.717658160856
536,536,1894,9,291.411541275211,289.25908338501597,293.563999165406
537,537,1894,10,292.478586704199,291.40531005704497,293.551863351353
538,538,1894,11,293.510684073475,293.31967033096197,293.701697815987
539,539,1894,12,294.171692741863,294.590897448529,293.752488035197
540,540,1895,1,294.650752657032,295.43187217366403,293.869633140401
541,541,1895,2,295.051800959878,296.10676015203603,293.99684176772
542,542,1895,3,295.410134547676,296.765391834721,294.054877260631
543,543,1895,4,295.66634734428,297.313650179087,294.019044509473
544,544,1895,5,295.62330063688,297.225249598067,294.02135167569304
545,545,1895,6,294.90263668489104,295.71456338339,294.090709986393
546,546,1895,7,293.280918715992,292.447352592801,294.114484839183
547,547,1895,8,291.703158327726,289.415233418904,293.991083236547
548,548,1895,9,291.68791790265,289.541888445359,293.83394735994
549,549,1895,10,292.75065327953604,291.682069344278,293.819237214794
550,550,1895,11,293.780056047874,293.591826577271,293.968285518478
551,551,1895,12,294.440309147304,294.861112878209,294.019505416399
552,552,1896,1,294.923984447266,295.70977051559,294.138198378943
553,553,1896,2,295.32674710112,296.38624683518,294.26724736706103
554,554,1896,3,295.687321755497,297.046883372029,294.327760138965
555,555,1896,4,295.94616381198,297.597352029967,294.294975593992
556,556,1896,5,295.90567967157904,297.51072881675,294.300630526408
557,557,1896,6,295.187439707066,296.001362521702,294.373516892431
558,558,1896,7,293.568607357919,292.736544534863,294.40067018097596
559,559,1896,8,291.99407515137403,289.708118457865,294.280031844883
560,560,1896,9,291.98142931569197,289.837906065879,294.124952565504
561,561,1896,10,293.046100141519,291.98065159804503,294.11154868499295
562,562,1896,11,294.076319446002,293.89191214867003,294.26072674333403
563,563,1896,12,294.736117869673,295.161189389951,294.311046349394
564,564,1897,1,295.21807101948997,296.008056703204,294.42808533577596
565,565,1897,2,295.618515125015,296.682342103176,294.554688146853
566,566,1897,3,295.976220536815,297.340159727969,294.612281345662
567,567,1897,4,296.231890017554,297.887377967693,294.576402067416
568,568,1897,5,296.18795542571803,297.796969563902,294.578941287533
569,569,1897,6,295.466281234635,296.283610642677,294.648951826592
570,570,1897,7,293.84479640814203,293.015900537221,294.673692279062
571,571,1897,8,292.26865447852504,289.986186881338,294.551122075712
572,572,1897,9,292.255101502942,290.115440751211,294.394762254673
573,573,1897,10,293.319894375308,292.258745695558,294.381043055058
574,574,1897,11,294.35128445791804,294.171654789698,294.530914126138
575,575,1897,12,295.013320605175,295.443478362017,294.583162848333
576,576,1898,1,295.495785795105,296.288597929669,294.702973660541
577,577,1898,2,295.900587777722,296.96724073570203,294.833934819742
578,578,1898,3,296.263631256679,297.630620176587,294.89664233677104
579,579,1898,4,296.52530593652597,298.18443915757,294.866172715481
580,580,1898,5,296.488374296571,298.10237443163,294.874374161512
581,581,1898,6,295.774252174158,296.59855708015203,294.949947268164
582,582,1898,7,294.159052429187,293.33838167083803,294.979723187535
583,583,1898,8,292.58757595857,290.313138249884,294.862013667255
584,584,1898,9,292.578460026521,290.446485255648,294.710434797394
585,585,1898,10,293.64691860989603,292.592926462415,294.700910757378
586,586,1898,11,294.68154855183997,294.508428779182,294.854668324499
587,587,1898,12,295.346491557574,295.783003252106,294.90997986304296
588,588,1899,1,295.836768010065,296.641016032212,295.032519987918
589,589,1899,2,296.24316429242197,297.321907526497,295.164421058347
590,590,1899,3,296.606923617051,297.986285778551,295.227561455551
591,591,1899,4,296.868785656505,298.53995920479696,295.197612108213
592,592,1899,5,296.830796596359,298.455269738556,295.206323454162
593,593,1899,6,296.11494682829897,296.947082717715,295.282810938884
594,594,1899,7,294.500188994674,293.68582111767995,295.314556871669
595,595,1899,8,292.931739520593,290.66435827452204,295.199120766664
596,596,1899,9,292.92576250161596,290.801844070706,295.04968093252603
597,597,1899,10,293.998202646656,292.953574067248,295.042831226064
598,598,1899,11,295.0369161942,294.874661341223,295.199171047177
599,599,1899,12,295.705788082836,296.15385323338796,295.257722932285
600,600,1900,1,296.20596389274397,297.023129884622,295.388797900865
601,601,1900,2,296.614809509124,297.70618133049703,295.523437687751
602,602,1900,3,296.980286495298,298.371423726607,295.589149263989
603,603,1900,4,297.24335431595904,298.924513988782,295.562194643137
604,604,1900,5,297.204653373023,298.835448819901,295.57385792614497
605,605,1900,6,296.486728876377,297.31989093933703,295.653566813417
606,606,1900,7,294.872528792264,294.056467760881,295.688589823647
607,607,1900,8,293.30758282747,291.040139554627,295.575026100314
608,608,1900,9,293.303980899347,291.182005655571,295.425956143123
609,609,1900,10,294.378459745199,293.338246385883,295.418673104516
610,610,1900,11,295.417432919119,295.26236016325197,295.572505674985
611,611,1900,12,296.084199654158,296.540979236096,295.62742007222
612,612,1901,1,296.574428464023,297.398771518495,295.750085409551
613,613,1901,2,296.97794204013803,298.07637833008204,295.879505750194
614,614,1901,3,297.336868610416,298.734617453383,295.93911976745
615,615,1901,4,297.59254542876,299.279299645041,295.90579121247896
616,616,1901,5,297.545069029364,299.179311104839,295.910826953889
617,617,1901,6,296.817623336671,297.651099570828,295.984147102513
618,618,1901,7,295.19587023482103,294.378560006008,296.01318046363497
619,619,1901,8,293.625832460331,291.358215503807,295.893449416855
620,620,1901,9,293.617446593405,291.496598813049,295.73829437375997
621,621,1901,10,294.688231161259,293.650727978374,295.725734344143
622,622,1901,11,295.724033621731,295.573431593031,295.87463565043
623,623,1901,12,296.38808461672,296.850350851525,295.925818381914
624,624,1902,1,296.874561447502,297.702789520505,296.046333374499
625,625,1902,2,297.27749741650797,298.379812648905,296.17518218411203
626,626,1902,3,297.637506919953,299.03901999758597,296.23599384232
627,627,1902,4,297.895805610999,299.5860292251,296.205581996899
628,628,1902,5,297.851919472589,299.488975077005,296.214863868173
629,629,1902,6,297.128839064123,297.964158635096,296.293519493149
630,630,1902,7,295.512695420288,294.697047618405,296.328343222171
631,631,1902,8,293.949271401492,291.68426678459997,296.214276018385
632,632,1902,9,293.947418847618,291.830205354885,296.064632340351
633,633,1902,10,295.024508598818,293.99175154376303,296.057265653872
634,634,1902,11,296.065810102202,295.921122817685,296.210497386719
635,635,1902,12,296.734134821505,297.203246689221,296.265022953788
636,636,1903,1,297.219284406526,298.051386184091,296.38718262896
637,637,1903,2,297.62376675157503,298.730440782375,296.517092720775
638,638,1903,3,297.983801213263,299.390510279238,296.577092147288
639,639,1903,4,298.24051500903,299.93735563407796,296.543674383982
640,640,1903,5,298.19454985626,299.840813667955,296.54828604456503
641,641,1903,6,297.468789774195,298.31692753041403,296.620652017976
642,642,1903,7,295.847111913485,295.0457019077,296.648521919271
643,643,1903,8,294.275343345632,292.022698771124,296.527987920139
644,644,1903,9,294.26511849217303,292.158153807987,296.372083176359
645,645,1903,10,295.333553602058,294.308642763882,296.358464440233
646,646,1903,11,296.36705829233,296.227630610701,296.50648597396
647,647,1903,12,297.029069389997,297.501624767211,296.556514012783
648,648,1904,1,297.505130734188,298.336002873935,296.67425859444097
649,649,1904,2,297.907607176824,299.012076152185,296.803138201464
650,650,1904,3,298.268246313307,299.672589164065,296.86390346254905
651,651,1904,4,298.527648044484,300.22331146664396,296.83198462232497
652,652,1904,5,298.488067022395,300.13704878865,296.83908525614
653,653,1904,6,297.771167354011,298.62827425783297,296.914060450189
654,654,1904,7,296.154640301906,295.365547327318,296.943733276493
655,655,1904,8,294.583441652837,292.340998640078,296.825884665596
656,656,1904,9,294.574667328419,292.475248790126,296.674085866712
657,657,1904,10,295.64387128232397,294.623177379727,296.664565184921
658,658,1904,11,296.679126362543,296.540160835937,296.818091889149
659,659,1904,12,297.344342084549,297.815386743072,296.87329742602503
660,660,1905,1,297.83285022274,298.669927619923,296.99577282555697
661,661,1905,2,298.23884228449697,299.350122775257,297.127561793736
662,662,1905,3,298.601874325325,300.013463007611,297.19028564303903
663,663,1905,4,298.862656611801,300.565715074051,297.15959814955
664,664,1905,5,298.823236986796,300.479191561632,297.16728241196
665,665,1905,6,298.10567514057595,298.96883511187804,297.242515169274
666,666,1905,7,296.489106556049,295.70556152832404,297.272651583775
667,667,1905,8,294.918808985731,292.68236400841,297.15525396305196
668,668,1905,9,294.910863059277,292.81800666217003,297.003719456385
669,669,1905,10,295.981290612578,294.967865237957,296.994715987198
670,670,1905,11,297.017951261242,296.887050514463,297.14885200802104
671,671,1905,12,297.68479268792004,298.164322103779,297.205263272061
672,672,1906,1,298.175910654428,299.021835279436,297.329986029421
673,673,1906,2,298.584592057509,299.704672614169,297.46451150085
674,674,1906,3,298.951200114502,300.37132726053903,297.531072968465
675,675,1906,4,299.216572296607,300.92755204365,297.505592549563
676,676,1906,5,299.182085746444,300.844631745788,297.51953974710096
677,677,1906,6,298.469866567734,299.337667625603,297.602065509864
678,678,1906,7,296.86042447148,296.08101506395303,297.63983387900697
679,679,1906,8,295.299011810275,293.068316062872,297.52970755767797
680,680,1906,9,295.300016040961,293.21466468197104,297.385367399951
681,681,1906,10,296.37961558172503,295.375628501677,297.383602661773
682,682,1906,11,297.424977166679,297.305560047683,297.544394285676
683,683,1906,12,298.09966913426,298.592258234086,297.607080034435
684,684,1907,1,298.596527399356,299.455452192913,297.7376026058
685,685,1907,2,299.011121830433,300.14513507468996,297.877108586175
686,686,1907,3,299.382582144869,300.817504262099,297.94766002764
687,687,1907,4,299.651714873981,301.37823541399104,297.925194333971
688,688,1907,5,299.619803875706,301.29840306578,297.941204685633
689,689,1907,6,298.909134474048,299.79329789580396,298.024971052291
690,690,1907,7,297.30080396689,296.536951664426,298.064656269355
691,691,1907,8,295.740193855536,293.523356344118,297.957031366955
692,692,1907,9,295.741274482071,293.668129064155,297.814419899987
693,693,1907,10,296.820413017899,295.827037703516,297.813788332282
694,694,1907,11,297.864686726076,297.75432390575503,297.97504954639703
695,695,1907,12,298.537677166627,299.037609396167,298.037744937087
696,696,1908,1,299.03166591134897,299.895442480459,298.16788934224
697,697,1908,2,299.443708076185,300.58064162320403,298.306774529167
698,698,1908,3,299.812379737409,301.24829851122996,298.37646096358895
699,699,1908,4,300.078556407574,301.804162935818,298.352949879331
700,700,1908,5,300.04362434712397,301.719424868457,298.367823825792
701,701,1908,6,299.3299464722,300.209449214384,298.450443730016
702,702,1908,7,297.71864992274504,296.9496904687,298.48760937679003
703,703,1908,8,296.155197143196,293.934196939952,298.376197346441
704,704,1908,9,296.15370030657397,294.077331466639,298.23006914650904
705,705,1908,10,297.230600885449,296.234934942362,298.226266828536
706,706,1908,11,298.273081447695,298.161356701417,298.384806193974
707,707,1908,12,298.944817414702,299.444333548666,298.44530128073797
708,708,1909,1,299.436254204561,300.29890184396,298.57360656516204
709,709,1909,2,299.848660949831,300.98536792863604,298.711953971025
710,710,1909,3,300.218731030922,301.65554485296,298.78191720888304
711,711,1909,4,300.487228121996,302.21521487527303,298.75924136871896
712,712,1909,5,300.455916294531,302.136310900493,298.77552168857
713,713,1909,6,299.746756170574,300.633701265887,298.859811075262
714,714,1909,7,298.139135416445,297.379092492726,298.899178340163
715,715,1909,8,296.5782080573,294.36553512821,298.79088098639
716,716,1909,9,296.57948306662,294.510706853482,298.648259279759
717,717,1909,10,297.658907429525,296.669918033471,298.647896825579
718,718,1909,11,298.704037762794,298.597958890631,298.810116634957
719,719,1909,12,299.378602959751,299.883214108363,298.873991811139
720,720,1910,1,299.87322770918996,300.741413550841,299.005041867539
721,721,1910,2,300.288177128149,301.430503007664,299.145851248634
722,722,1910,3,300.660282906237,302.10295366932803,299.217612143145
723,723,1910,4,300.930142417077,302.664485050222,299.195799783933
724,724,1910,5,300.899979875596,302.58775221811,299.212207533083
725,725,1910,6,300.191698359244,301.087498312778,299.29589840571
726,726,1910,7,298.583668401453,297.833015716911,299.334321085996
727,727,1910,8,297.021053849301,294.816870113464,299.225237585138
728,728,1910,9,297.02059719975,294.95930479821203,299.081889601289
729,729,1910,10,298.09812173345904,297.115480567695,299.080762899222
730,730,1910,11,299.141683642444,299.040735184839,299.242632100048
731,731,1910,12,299.815281342579,300.32414941409803,299.306413271061
732,732,1911,1,300.303486493873,301.170153065124,299.436819922622
733,733,1911,2,300.71985818517396,301.860025689772,299.57969068057497
734,734,1911,3,301.094997566033,302.535691966228,299.65430316583803
735,735,1911,4,301.369101770364,303.10301159756403,299.635191943163
736,736,1911,5,301.34623287351,303.03784490667005,299.65462084035
737,737,1911,6,300.647253553968,301.553541575793,299.740965532143
738,738,1911,7,299.044486143778,298.307792551729,299.781179735827
739,739,1911,8,297.482405655163,295.289893075115,299.674918235212
740,740,1911,9,297.483451874658,295.43099819769697,299.535905551619
741,741,1911,10,298.56206241697896,297.584748074589,299.53937675937
742,742,1911,11,299.60816050382704,299.50859781347,299.707723194184
743,743,1911,12,300.286411010046,300.794520708961,299.778301311131
744,744,1912,1,300.783523677779,301.65188666678,299.915160688778
745,745,1912,2,301.207613314049,302.349732441845,300.065494186254
746,746,1912,3,301.591288260219,303.03466824812404,300.147908272314
747,747,1912,4,301.874400006651,303.612523246572,300.136276766729
748,748,1912,5,301.861983636972,303.560928039617,300.163039234327
749,749,1912,6,301.174190223199,302.092314849181,300.256065597217
750,750,1912,7,299.579710634087,298.85732517890096,300.302096089272
751,751,1912,8,298.022513241233,295.843242400331,300.201784082134
752,752,1912,9,298.028254673217,295.987658865475,300.06885048095904
753,753,1912,10,299.110459610765,298.14322309683496,300.077696124694
754,754,1912,11,300.160034853774,300.068519728647,300.2515499789
755,755,1912,12,300.841928852193,301.357103560616,300.32675414377104
756,756,1913,1,301.34732445543597,302.227368904969,300.46728000590304
757,757,1913,2,301.77389663300096,302.928227308611,300.619565957392
758,758,1913,3,302.15872739782003,303.614760250197,300.702694545444
759,759,1913,4,302.441619941232,304.192690166129,300.690549716334
760,760,1913,5,302.427492321105,304.13938280451,300.715601837699
761,761,1913,6,301.73675777067996,302.667570717527,300.805944823833
762,762,1913,7,300.138910901148,299.427834470221,300.849987332075
763,763,1913,8,298.578144409747,296.407960856473,300.74832796302
764,764,1913,9,298.579648831461,296.545977439832,300.613320223091
765,765,1913,10,299.657248506827,298.69484699476004,300.619650018895
766,766,1913,11,300.701798247748,300.61307510602404,300.790521389473
767,767,1913,12,301.37832430947003,301.89405371883703,300.862594900104
768,768,1914,1,301.879473299112,302.758691059227,301.000255538996
769,769,1914,2,302.300337790971,303.45139782571704,301.14927775622397
770,770,1914,3,302.679513361408,304.129609234498,301.229417488317
771,771,1914,4,302.957080067464,304.699178220828,301.2149819141
772,772,1914,5,302.937510664364,304.636654892018,301.238366436709
773,773,1914,6,302.24151212524,303.155161160718,301.327863089762
774,774,1914,7,300.64022899357104,299.910397353117,301.370060634024
775,775,1914,8,299.078052419145,296.891047904931,301.265056933359
776,776,1914,9,299.078641827941,297.030231192047,301.127052463836
777,777,1914,10,300.156208739191,299.18133372369203,301.13108375469
778,778,1914,11,301.201114200151,301.102299525939,301.299928874363
779,779,1914,12,301.878215857809,302.385749038074,301.370682677544
780,780,1915,1,302.380603385789,303.253159391367,301.50804738021
781,781,1915,2,302.80268440246397,303.948362633305,301.657006171622
782,782,1915,3,303.183556313776,304.629309102262,301.73780352529
783,783,1915,4,303.463461595836,305.201855383066,301.725067808605
784,784,1915,5,303.446242388546,305.14151924830503,301.750965528786
785,785,1915,6,302.75274539083597,303.66166605957403,301.843824722099
786,786,1915,7,301.155724773158,300.42137185101103,301.890077695304
787,787,1915,8,299.599606814936,297.41011462429003,301.789099005582
788,788,1915,9,299.606209928877,297.55750518587104,301.65491467188303
789,789,1915,10,300.689985482039,299.717209546517,301.66276141756
790,790,1915,11,301.74057877786703,301.646382449795,301.834775105939
791,791,1915,12,302.422484428638,302.936627315014,301.908341542263
792,792,1916,1,302.92485223028,303.801904400659,302.047800059901
793,793,1916,2,303.35028060267996,304.50163416446,302.1989270409
794,794,1916,3,303.733892961715,305.186706860492,302.281079062937
795,795,1916,4,304.015663827154,305.762847102386,302.268480551922
796,796,1916,5,303.99991413947004,305.706395533601,302.293432745338
797,797,1916,6,303.307371606829,304.230509686704,302.384233526955
798,798,1916,7,301.70941466134497,300.990577282905,302.428252039785
799,799,1916,8,300.15044238223,297.97539952741903,302.325485237041
800,800,1916,9,300.153852877771,298.118394254453,302.189311501089
801,801,1916,10,301.23389497489103,300.272990971466,302.194798978315
802,802,1916,11,302.280829895512,302.197023325962,302.36463646506303
803,803,1916,12,302.959466077123,303.482968696991,302.43596345725496
804,804,1917,1,303.46030392160196,304.347426680069,302.573181163136
805,805,1917,2,303.883285562219,305.044306164798,302.72226495964003
806,806,1917,3,304.264867466056,305.726991722368,302.802743209744
807,807,1917,4,304.545122723095,306.301337380777,302.788908065413
808,808,1917,5,304.528432721368,306.243822273094,302.813043169642
809,809,1917,6,303.83524451669604,304.76730312923803,302.90318590415404
810,810,1917,7,302.236361693972,301.526013194287,302.946710193657
811,811,1917,8,300.675914360033,298.50833735962004,302.843491360446
812,812,1917,9,300.677396126338,298.648349256835,302.706442995841
813,813,1917,10,301.754747076821,300.799161946875,302.710332206768
814,814,1917,11,302.798105333252,302.718500263455,302.87771040304796
815,815,1917,12,303.47208771215196,303.998777014411,302.945398409893
816,816,1918,1,303.971809862091,304.865503034823,303.07811668935904
817,817,1918,2,304.386522481508,305.553396784009,303.219648179007
818,818,1918,3,304.757398803982,306.224165796359,303.290631811605
819,819,1918,4,305.024586287315,306.783413171027,303.265759403602
820,820,1918,5,304.991437615475,306.70576626972303,303.277108961228
821,821,1918,6,304.279508622959,305.205403115373,303.353614130545
822,822,1918,7,302.663755497708,301.943813924869,303.383697070547
823,823,1918,8,301.089235016964,298.911864190738,303.26660584319
824,824,1918,9,301.07652350002604,299.037809796204,303.115237203848
825,825,1918,10,302.140907140387,301.176191156717,303.105623124058
826,826,1918,11,303.171912294753,303.083970670349,303.25985391915697
827,827,1918,12,303.834266666561,304.352332106818,303.31620122630403
828,828,1919,1,304.32651304381,305.212206804951,303.440819282668
829,829,1919,2,304.732659575836,305.889946327934,303.575372823738
830,830,1919,3,305.097482392822,306.55232146261,303.642643323034
831,831,1919,4,305.362117683189,307.105428946693,303.618806419686
832,832,1919,5,305.32831018047,307.02103550698797,303.63558485395197
833,833,1919,6,304.617907577403,305.51393446529204,303.721880689513
834,834,1919,7,303.01067845216096,302.25885083053697,303.762506073785
835,835,1919,8,301.451582240868,299.24891779149897,303.654246690237
836,836,1919,9,301.455247566794,299.398331482535,303.512163651052
837,837,1919,10,302.53750165649103,301.562297004598,303.512706308384
838,838,1919,11,303.585432071537,303.495108644399,303.675755498676
839,839,1919,12,304.262427575519,304.78457190489496,303.740283246144
840,840,1920,1,304.76455990937,305.656769340728,303.872350478012
841,841,1920,2,305.17963200556403,306.347704427545,304.01155958358396
842,842,1920,3,305.55007384328,307.019506125519,304.080641561041
843,843,1920,4,305.816619192496,307.577564381844,304.055674003148
844,844,1920,5,305.779658140873,307.491521153654,304.06779512809203
845,845,1920,6,305.06205417547403,305.9773844015,304.146723949447
846,846,1920,7,303.447506321035,302.713085034589,304.181927607482
847,847,1920,8,301.881885991082,299.694122193829,304.06964978833497
848,848,1920,9,301.877137041766,299.83292258869596,303.921351494837
849,849,1920,10,302.950391135928,301.986071775323,303.914710496534
850,850,1920,11,303.98820833637296,303.907195562901,304.069221109845
851,851,1920,12,304.654126075573,305.182994388419,304.125257762727
852,852,1921,1,305.144289821239,306.038706640154,304.249873002323
853,853,1921,2,305.548472425842,306.71483996705297,304.382104884632
854,854,1921,3,305.90926871087896,307.372730948793,304.445806472965
855,855,1921,4,306.16817596482,307.91830078852996,304.418051141109
856,856,1921,5,306.125100400335,307.820119896567,304.430080904102
857,857,1921,6,305.403038054072,306.294480518736,304.511595589408
858,858,1921,7,303.787873103295,303.027355669833,304.548390536758
859,859,1921,8,302.225358834672,300.015235873845,304.435481795499
860,860,1921,9,302.22457642342096,300.161973800258,304.287179046584
861,861,1921,10,303.30283888599996,302.324394367893,304.281283404108
862,862,1921,11,304.345489712085,304.25479923369,304.43618019048097
863,863,1921,12,305.015365736111,305.538231527206,304.492499945016
864,864,1922,1,305.510252519722,306.402969247111,304.61753579233397
865,865,1922,2,305.915458241397,307.082871152356,304.74804533043704
866,866,1922,3,306.275342681731,307.742061649367,304.808623714095
867,867,1922,4,306.53133229921,308.286039585677,304.776625012744
868,868,1922,5,306.481882707946,308.181035341065,304.782730074827
869,869,1922,6,305.750928962736,306.644509829071,304.857348096401
870,870,1922,7,304.12866943146,303.369962369328,304.887376493591
871,871,1922,8,302.561685547143,300.356390857788,304.76698023649897
872,872,1922,9,302.55573272486697,300.501330443782,304.610135005951
873,873,1922,10,303.629405386363,302.662975247207,304.59583552552004
874,874,1922,11,304.667212686736,304.59262977114497,304.741795602326
875,875,1922,12,305.331938045917,305.87383576623404,304.79004032559897
876,876,1923,1,305.824227913527,306.739300031742,304.909155795312
877,877,1923,2,306.224990607446,307.416254716295,305.033726498597
878,878,1923,3,306.581621278418,308.07294828363996,305.090294273196
879,879,1923,4,306.836404096245,308.615250931765,305.05755726072397
880,880,1923,5,306.786395728604,308.506763501259,305.066027955949
881,881,1923,6,306.056075231208,306.965808643168,305.146341819248
882,882,1923,7,304.440508173009,303.694500717331,305.186515628688
883,883,1923,8,302.886319921372,300.694204882797,305.078434959947
884,884,1923,9,302.893562590576,300.853310024776,304.933815156376
885,885,1923,10,303.981501652829,303.03080278541,304.932200520248
886,886,1923,11,305.032390036275,304.975506168696,305.089273903854
887,887,1923,12,305.70783539267103,306.267782794729,305.14788799061296
888,888,1924,1,306.20870959623403,307.14043014239104,305.276989050077
889,889,1924,2,306.61438638157904,307.82058325912897,305.408189504029
890,890,1924,3,306.972667017915,308.47647926940897,305.46885476642103
891,891,1924,4,307.225744879206,309.01341589022,305.43807386819304
892,892,1924,5,307.168584680304,308.891683247058,305.44548611355
893,893,1924,6,306.426698943508,307.33095213954203,305.522445747473
894,894,1924,7,304.800863474489,304.04537753725,305.556349411729
895,895,1924,8,303.238637506945,301.039559458648,305.437715555242
896,896,1924,9,303.235315069597,301.19110027520804,305.279529863986
897,897,1924,10,304.311716588251,303.36066188665296,305.262771289848
898,898,1924,11,305.34875080903,305.295500008521,305.40200160954
899,899,1924,12,306.007751273308,306.573719047785,305.441783498831
900,900,1925,1,306.491493797057,307.430579109053,305.552408485062
901,901,1925,2,306.87702395384497,308.090953443532,305.663094464158
902,902,1925,3,307.214244149873,308.725344751889,305.703143547858
903,903,1925,4,307.446200950832,309.239369443583,305.65303245807996
904,904,1925,5,307.366360428042,309.090466607819,305.642254248264
905,905,1925,6,306.601446560296,307.499867685821,305.703025434771
906,906,1925,7,304.95836608560603,304.193478718298,305.72325345291404
907,907,1925,8,303.38550890474204,301.179283674957,305.59173413452703
908,908,1925,9,303.372683653974,301.32411444743303,305.421252860515
909,909,1925,10,304.44223061220004,303.490286283188,305.394174941213
910,910,1925,11,305.473361368953,305.423110172347,305.523612565559
911,911,1925,12,306.126899708035,306.697979115765,305.55582030030496
912,912,1926,1,306.610608140035,307.558456811265,305.662759468805
